"CELL_NODE_ID","VENDOR","NODEID","CELLID","NODENAME","CELLNAME","DATEADDED","OBJECTNAME"
"","NOKIA SIEMENS","470087","13","DGDL09","DGDL09M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470087/LNBTS-470087/LNCEL-13"
"","NOKIA SIEMENS","150279","13","QADX65","QADX65M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150279/LNBTS-150279/LNCEL-13"
"","NOKIA SIEMENS","113671","13","H12070","H12070M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113671/LNBTS-113671/LNCEL-13"
"","NOKIA SIEMENS","390589","12","QHDT56","QHDT56M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390589/LNBTS-390589/LNCEL-12"
"","NOKIA SIEMENS","571119","13","LDDH18","LDDH18M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-571119/LNBTS-571119/LNCEL-13"
"","NOKIA SIEMENS","112637","12","HTD223","HTD223M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-112637/LNBTS-112637/LNCEL-12"
"","NOKIA SIEMENS","101301","13","HDD231","HDD231M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101301/LNBTS-101301/LNCEL-13"
"","NOKIA SIEMENS","112664","11","HTD249","HTD249I4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-112664/LNBTS-112664/LNCEL-11"
"","NOKIA SIEMENS","551337","12","PTLG26","PTLG26M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-551337/LNBTS-551337/LNCEL-12"
"","NOKIA SIEMENS","563232","13","DNTN31","DNTN31M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563232/LNBTS-563232/LNCEL-13"
"","NOKIA SIEMENS","160187","11","QNQN82","QNQN82M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160187/LNBTS-160187/LNCEL-11"
"","NOKIA SIEMENS","170150","11","QTVL31","QTVL31M4BA",08-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170150/LNBTS-170150/LNCEL-11"
"","NOKIA SIEMENS","130229","13","BDQN33","BDQN33M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-130229/LNBTS-130229/LNCEL-13"
"","NOKIA SIEMENS","585938","12","LATA37","LATA37M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-585938/LNBTS-585938/LNCEL-12"
"","NOKIA SIEMENS","100764","11","HNT068","HNT068M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100764/LNBTS-100764/LNCEL-11"
"","NOKIA SIEMENS","100409","14","HHB176","HHB176M4BV",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100409/LNBTS-100409/LNCEL-14"
"","NOKIA SIEMENS","160352","11","QNTN60","QNTN60M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160352/LNBTS-160352/LNCEL-11"
"","NOKIA SIEMENS","115634","12","HCC033","HCC033M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115634/LNBTS-115634/LNCEL-12"
"","NOKIA SIEMENS","490443","11","GLCR02","GLCR02M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490443/LNBTS-490443/LNCEL-11"
"","NOKIA SIEMENS","115308","13","HGV207","HGV207M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115308/LNBTS-115308/LNCEL-13"
"","NOKIA SIEMENS","102604","12","HTX145","HTX145M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102604/LNBTS-102604/LNCEL-12"
"","NOKIA SIEMENS","580304","17","LACG60","LACG60M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-580304/LNBTS-580304/LNCEL-17"
"","NOKIA SIEMENS","160103","11","QNBS47","QNBS47M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160103/LNBTS-160103/LNCEL-11"
"","NOKIA SIEMENS","585931","13","LATA30","LATA30M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-585931/LNBTS-585931/LNCEL-13"
"","NOKIA SIEMENS","533049","17","BDTU32","BDTU32M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-533049/LNBTS-533049/LNCEL-17"
"","NOKIA SIEMENS","120013","13","DNHC02","DNHC02M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120013/LNBTS-120013/LNCEL-13"
"","NOKIA SIEMENS","553805","12","PTTN04","PTTN04M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553805/LNBTS-553805/LNCEL-12"
"","NOKIA SIEMENS","490144","13","GLCP26","GLCP26M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490144/LNBTS-490144/LNCEL-13"
"","NOKIA SIEMENS","561192","13","DNTP35","DNTP35M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-561192/LNBTS-561192/LNCEL-13"
"","NOKIA SIEMENS","390259","12","QHMC15","QHMC15M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390259/LNBTS-390259/LNCEL-12"
"","NOKIA SIEMENS","103364","11","H2_MLH_TRANG_VIET_3","H2_MLH_TRANG_VIET_3_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103364/LNBTS-103364/LNCEL-11"
"","NOKIA SIEMENS","230159","11","LC_LCI_THONG_NHAT","LC_LCI_THONG_NHAT_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230159/LNBTS-230159/LNCEL-11"
"","NOKIA SIEMENS","340044","11","HGG_QBH_TAN_TRINH_4","HGG_QBH_TAN_TRINH_4_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340044/LNBTS-340044/LNCEL-11"
"","NOKIA SIEMENS","470230","13","DGKN35","DGKN35M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-470230/LNBTS-470230/LNCEL-13"
"","NOKIA SIEMENS","580565","11","LAVH22","LAVH22M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-580565/LNBTS-580565/LNCEL-11"
"","NOKIA SIEMENS","542374","11","BPDA23","BPDA23M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-542374/LNBTS-542374/LNCEL-11"
"","NOKIA SIEMENS","114649","11","HTB148","HTB148M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-114649/LNBTS-114649/LNCEL-11"
"","NOKIA SIEMENS","605875","12","TYCT59","TYCT59M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605875/LNBTS-605875/LNCEL-12"
"","NOKIA SIEMENS","101304","11","HDD234","HDD234M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101304/LNBTS-101304/LNCEL-11"
"","NOKIA SIEMENS","521200","11","VUVT68","VUVT68M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521200/LNBTS-521200/LNCEL-11"
"","NOKIA SIEMENS","380094","11","LSLB14","LSLB14M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380094/LNBTS-380094/LNCEL-11"
"","NOKIA SIEMENS","180355","11","HUQD14","HUQD14M4BA",09-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180355/LNBTS-180355/LNCEL-11"
"","NOKIA SIEMENS","150492","12","QAPS14","QAPS14M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150492/LNBTS-150492/LNCEL-12"
"","NOKIA SIEMENS","103381","11","H2_UHA_SON_CONG","H2_UHA_SON_CONG_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103381/LNBTS-103381/LNCEL-11"
"","NOKIA SIEMENS","180126","11","HUHU2D","HUHU2DM4BA",09-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180126/LNBTS-180126/LNCEL-11"
"","NOKIA SIEMENS","561518","19","DNBHAB","DNBHABM4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-561518/LNBTS-561518/LNCEL-19"
"","NOKIA SIEMENS","180023","11","HUHU11","HUHU11M4BA",25-NOV-21 00:00:00,"PLMN-PLMN/MRBTS-180023/LNBTS-180023/LNCEL-11"
"","NOKIA SIEMENS","150198","12","QANT49","QANT49M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150198/LNBTS-150198/LNCEL-12"
"","NOKIA SIEMENS","480489","12","DLKN49","DLKN49C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480489/LNBTS-480489/LNCEL-12"
"","NOKIA SIEMENS","380092","13","LSLB12","LSLB12M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380092/LNBTS-380092/LNCEL-13"
"","NOKIA SIEMENS","101375","11","HHB108","HHB108M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101375/LNBTS-101375/LNCEL-11"
"","NOKIA SIEMENS","160141","14","QNMD14","QNMD14M4CA",30-MAY-23 00:00:00,"PLMN-PLMN/MRBTS-160141/LNBTS-160141/LNCEL-14"
"","NOKIA SIEMENS","103225","11","H2_TTN_LE_LOI","H2_TTN_LE_LOI_M4BA",30-JAN-23 00:00:00,"PLMN-PLMN/MRBTS-103225/LNBTS-103225/LNCEL-11"
"","NOKIA SIEMENS","605351","11","TYTN50","TYTN50M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605351/LNBTS-605351/LNCEL-11"
"","NOKIA SIEMENS","230145","11","LC_LCI_CHIENG_ON","LC_LCI_CHIENG_ON_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230145/LNBTS-230145/LNCEL-11"
"","NOKIA SIEMENS","553603","12","PTBB02","PTBB02M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553603/LNBTS-553603/LNCEL-12"
"","NOKIA SIEMENS","605789","11","TYTR38","TYTR38M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605789/LNBTS-605789/LNCEL-11"
"","NOKIA SIEMENS","600572","11","TYHT17","TYHT17M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-600572/LNBTS-600572/LNCEL-11"
"","NOKIA SIEMENS","100330","18","HDD710","HDD710I4BK",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100330/LNBTS-100330/LNCEL-18"
"","NOKIA SIEMENS","685832","18","KGPQB5","KGPQB5C4CB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-685832/LNBTS-685832/LNCEL-18"
"","NOKIA SIEMENS","102557","11","HTI060","HTI060M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102557/LNBTS-102557/LNCEL-11"
"","NOKIA SIEMENS","510068","12","KTDH34","KTDH34C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-510068/LNBTS-510068/LNCEL-12"
"","NOKIA SIEMENS","521484","13","VUCD19","VUCD19C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521484/LNBTS-521484/LNCEL-13"
"","NOKIA SIEMENS","100454","12","HHD737","HHD737I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100454/LNBTS-100454/LNCEL-12"
"","NOKIA SIEMENS","115846","13","HHM045","HHM045C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115846/LNBTS-115846/LNCEL-13"
"","NOKIA SIEMENS","102395","12","H2_MLH_ME_LINH","H2_MLH_ME_LINH_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102395/LNBTS-102395/LNCEL-12"
"","NOKIA SIEMENS","190127","13","DB_DBN_THANH_LUONG_2","DB_DBN_THANH_LUONG_2_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190127/LNBTS-190127/LNCEL-13"
"","NOKIA SIEMENS","102611","13","HTX154","HTX154M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102611/LNBTS-102611/LNCEL-13"
"","NOKIA SIEMENS","100148","19","HBL713","HBL713I4BL",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100148/LNBTS-100148/LNCEL-19"
"","NOKIA SIEMENS","170253","11","QTTP40","QTTP40M4BA",13-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170253/LNBTS-170253/LNCEL-11"
"","NOKIA SIEMENS","521403","12","VUCD30","VUCD30M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521403/LNBTS-521403/LNCEL-12"
"","NOKIA SIEMENS","562736","11","DNBH35","DNBH35C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562736/LNBTS-562736/LNCEL-11"
"","NOKIA SIEMENS","500454","11","KHNT41","KHNT41M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-500454/LNBTS-500454/LNCEL-11"
"","NOKIA SIEMENS","140040","13","PYDH09","PYDH09M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-140040/LNBTS-140040/LNCEL-13"
"","NOKIA SIEMENS","160188","11","QNQN88","QNQN88M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160188/LNBTS-160188/LNCEL-11"
"","NOKIA SIEMENS","562961","13","DNDQ10","DNDQ10M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562961/LNBTS-562961/LNCEL-13"
"","NOKIA SIEMENS","340116","11","HGG_BME_LAC_NONG_2","HGG_BME_LAC_NONG_2_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340116/LNBTS-340116/LNCEL-11"
"","NOKIA SIEMENS","530417","17","BDDA96","BDDA96C4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-530417/LNBTS-530417/LNCEL-17"
"","NOKIA SIEMENS","101660","11","H2_TOI_BINH_DA","H2_TOI_BINH_DA_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101660/LNBTS-101660/LNCEL-11"
"","NOKIA SIEMENS","480023","12","DLBD23","DLBD23M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480023/LNBTS-480023/LNCEL-12"
"","NOKIA SIEMENS","521205","13","VUBR04","VUBR04M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521205/LNBTS-521205/LNCEL-13"
"","NOKIA SIEMENS","551142","12","PTDL12","PTDL12M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-551142/LNBTS-551142/LNCEL-12"
"","NOKIA SIEMENS","150200","13","QANT59","QANT59M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150200/LNBTS-150200/LNCEL-13"
"","NOKIA SIEMENS","530416","11","BDDA95","BDDA95M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-530416/LNBTS-530416/LNCEL-11"
"","NOKIA SIEMENS","702805","11","TGGC18","TGGC18M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702805/LNBTS-702805/LNCEL-11"
"","NOKIA SIEMENS","102856","12","HBD016","HBD016C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102856/LNBTS-102856/LNCEL-12"
"","NOKIA SIEMENS","562837","11","DNBH0E","DNBH0EM4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562837/LNBTS-562837/LNCEL-11"
"","NOKIA SIEMENS","553713","11","PTHT12","PTHT12M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-553713/LNBTS-553713/LNCEL-11"
"","NOKIA SIEMENS","480212","13","DLCK06","DLCK06C4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480212/LNBTS-480212/LNCEL-13"
"","NOKIA SIEMENS","480276","12","DLKN14","DLKN14M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480276/LNBTS-480276/LNCEL-12"
"","NOKIA SIEMENS","702671","11","TGCT19","TGCT19M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702671/LNBTS-702671/LNCEL-11"
"","NOKIA SIEMENS","113387","12","H09186","H09186C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113387/LNBTS-113387/LNCEL-12"
"","NOKIA SIEMENS","490204","13","GLIG14","GLIG14M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490204/LNBTS-490204/LNCEL-13"
"","NOKIA SIEMENS","100445","11","HHD048","HHD048M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100445/LNBTS-100445/LNCEL-11"
"","NOKIA SIEMENS","521385","13","VUTT35","VUTT35M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521385/LNBTS-521385/LNCEL-13"
"","NOKIA SIEMENS","490133","11","GLAK27","GLAK27M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490133/LNBTS-490133/LNCEL-11"
"","NOKIA SIEMENS","521093","18","VUVT93","VUVT93M4CB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521093/LNBTS-521093/LNCEL-18"
"","NOKIA SIEMENS","330054","11","CBG_BLC_HUNG_DAO_3","CBG_BLC_HUNG_DAO_3_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-330054/LNBTS-330054/LNCEL-11"
"","NOKIA SIEMENS","103052","12","HN_LBN_NGUYEN_SON_3","HN_LBN_NGUYEN_SON_3_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103052/LNBTS-103052/LNCEL-12"
"","NOKIA SIEMENS","480212","12","DLCK06","DLCK06C4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480212/LNBTS-480212/LNCEL-12"
"","NOKIA SIEMENS","160047","13","QNBT01","QNBT01M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160047/LNBTS-160047/LNCEL-13"
"","NOKIA SIEMENS","532304","17","BDTM1D","BDTM1DM4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532304/LNBTS-532304/LNCEL-17"
"","NOKIA SIEMENS","586433","17","LAHO48","LAHO48M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-586433/LNBTS-586433/LNCEL-17"
"","NOKIA SIEMENS","120693","13","DNHW57","DNHW57M4BC",20-APR-22 09:05:41,"PLMN-PLMN/MRBTS-120693/LNBTS-120693/LNCEL-13"
"","NOKIA SIEMENS","170004","12","QTDH07","QTDH07M4BB",08-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-170004/LNBTS-170004/LNCEL-12"
"","NOKIA SIEMENS","150236","13","QATP23","QATP23M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-150236/LNBTS-150236/LNCEL-13"
"","NOKIA SIEMENS","702599","13","TGMT13","TGMT13M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702599/LNBTS-702599/LNCEL-13"
"","NOKIA SIEMENS","585995","13","LABL24","LABL24M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-585995/LNBTS-585995/LNCEL-13"
"","NOKIA SIEMENS","190195","11","DB_NPO_CHA_CANG","DB_NPO_CHA_CANG_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190195/LNBTS-190195/LNCEL-11"
"","NOKIA SIEMENS","190139","11","DB_DBD_KEO_LOM_2","DB_DBD_KEO_LOM_2_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-190139/LNBTS-190139/LNCEL-11"
"","NOKIA SIEMENS","521362","19","VUTT11","VUTT11M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-521362/LNBTS-521362/LNCEL-19"
"","NOKIA SIEMENS","113739","12","H12138","H12138M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-113739/LNBTS-113739/LNCEL-12"
"","NOKIA SIEMENS","390625","11","QHHL8C","QHHL8CM4BA",20-NOV-23 00:00:00,"PLMN-PLMN/MRBTS-390625/LNBTS-390625/LNCEL-11"
"","NOKIA SIEMENS","150125","15","QATB31","QATB31M4CB",10-APR-23 00:00:00,"PLMN-PLMN/MRBTS-150125/LNBTS-150125/LNCEL-15"
"","NOKIA SIEMENS","100638","12","HN_GLM_DUONG_XA_2","HN_GLM_DUONG_XA_2_M4BB",23-MAR-23 00:00:00,"PLMN-PLMN/MRBTS-100638/LNBTS-100638/LNCEL-12"
"","NOKIA SIEMENS","480315","15","DLCG53","DLCG53M4CB",04-JAN-22 00:00:00,"PLMN-PLMN/MRBTS-480315/LNBTS-480315/LNCEL-15"
"","NOKIA SIEMENS","100784","17","HTH012","HTH012I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100784/LNBTS-100784/LNCEL-17"
"","NOKIA SIEMENS","574005","11","LDDA49","LDDA49M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-574005/LNBTS-574005/LNCEL-11"
"","NOKIA SIEMENS","600589","11","TYTR74","TYTR74M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-600589/LNBTS-600589/LNCEL-11"
"","NOKIA SIEMENS","120822","12","DNST2R","DNST2RM4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-120822/LNBTS-120822/LNCEL-12"
"","NOKIA SIEMENS","160199","11","QNST11","QNST11M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-160199/LNBTS-160199/LNCEL-11"
"","NOKIA SIEMENS","103375","11","HHD214","HHD214C4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103375/LNBTS-103375/LNCEL-11"
"","NOKIA SIEMENS","605896","12","TYTR57","TYTR57M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-605896/LNBTS-605896/LNCEL-12"
"","NOKIA SIEMENS","340028","12","HGG_HGG_NGOC_DUONG","HGG_HGG_NGOC_DUONG_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-340028/LNBTS-340028/LNCEL-12"
"","NOKIA SIEMENS","531897","11","BDDA50","BDDA50M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-531897/LNBTS-531897/LNCEL-11"
"","NOKIA SIEMENS","585918","13","LATA17","LATA17M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-585918/LNBTS-585918/LNCEL-13"
"","NOKIA SIEMENS","380090","12","LSLB07","LSLB07M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380090/LNBTS-380090/LNCEL-12"
"","NOKIA SIEMENS","702686","11","TGCY06","TGCY06M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-702686/LNBTS-702686/LNCEL-11"
"","NOKIA SIEMENS","100794","13","HTH057","HTH057M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100794/LNBTS-100794/LNCEL-13"
"","NOKIA SIEMENS","100356","12","HHB044","HHB044M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100356/LNBTS-100356/LNCEL-12"
"","NOKIA SIEMENS","103202","13","H2_TTT_YEN_TRUNG_2","H2_TTT_YEN_TRUNG_2_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-103202/LNBTS-103202/LNCEL-13"
"","NOKIA SIEMENS","101468","13","HHI106","HHI106M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101468/LNBTS-101468/LNCEL-13"
"","NOKIA SIEMENS","101191","11","HCY309","HCY309M4BA",28-DEC-23 00:00:00,"PLMN-PLMN/MRBTS-101191/LNBTS-101191/LNCEL-11"
"","NOKIA SIEMENS","100718","11","HN_SSN_PHU_CUONG","HN_SSN_PHU_CUONG_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100718/LNBTS-100718/LNCEL-11"
"","NOKIA SIEMENS","100165","13","HBL063","HBL063M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-100165/LNBTS-100165/LNCEL-13"
"","NOKIA SIEMENS","532030","17","BDTU29","BDTU29M4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-532030/LNBTS-532030/LNCEL-17"
"","NOKIA SIEMENS","480354","11","DLBT31","DLBT31M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480354/LNBTS-480354/LNCEL-11"
"","NOKIA SIEMENS","480405","12","DLEH39","DLEH39M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480405/LNBTS-480405/LNCEL-12"
"","NOKIA SIEMENS","490098","13","GLPK23","GLPK23M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-490098/LNBTS-490098/LNCEL-13"
"","NOKIA SIEMENS","220164","11","LU_TDG_SIN_SUI_HO","LU_TDG_SIN_SUI_HO_M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-220164/LNBTS-220164/LNCEL-11"
"","NOKIA SIEMENS","480092","11","DLBT63","DLBT63M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480092/LNBTS-480092/LNCEL-11"
"","NOKIA SIEMENS","180250","11","HUHU2U","HUHU2UM4BA",22-DEC-21 00:00:00,"PLMN-PLMN/MRBTS-180250/LNBTS-180250/LNCEL-11"
"","NOKIA SIEMENS","380060","11","LSDL09","LSDL09M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-380060/LNBTS-380060/LNCEL-11"
"","NOKIA SIEMENS","390609","11","QHHL4E","QHHL4EM4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-390609/LNBTS-390609/LNCEL-11"
"","NOKIA SIEMENS","101446","20","HHI177","HHI177I4BJ",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101446/LNBTS-101446/LNCEL-20"
"","NOKIA SIEMENS","563433","19","DNLT83","DNLT83M4CC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563433/LNBTS-563433/LNCEL-19"
"","NOKIA SIEMENS","562864","17","DNBH6G","DNBH6GM4CA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-562864/LNBTS-562864/LNCEL-17"
"","NOKIA SIEMENS","563153","11","DNNT55","DNNT55M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-563153/LNBTS-563153/LNCEL-11"
"","NOKIA SIEMENS","101064","12","HHK019","HHK019M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101064/LNBTS-101064/LNCEL-12"
"","NOKIA SIEMENS","230137","12","LC_LCI_BAC_DUYEN_HAI_2","LC_LCI_BAC_DUYEN_HAI_2_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-230137/LNBTS-230137/LNCEL-12"
"","NOKIA SIEMENS","115162","13","HGV061","HGV061M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-115162/LNBTS-115162/LNCEL-13"
"","NOKIA SIEMENS","480083","11","DLBT29","DLBT29M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-480083/LNBTS-480083/LNCEL-11"
"","NOKIA SIEMENS","102033","12","H2_BVI_YEN_KY","H2_BVI_YEN_KY_M4BB",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-102033/LNBTS-102033/LNCEL-12"
"","NOKIA SIEMENS","580289","11","LACD35","LACD35M4BA",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-580289/LNBTS-580289/LNCEL-11"
"","NOKIA SIEMENS","101621","13","H2_STY_LE_LOI","H2_STY_LE_LOI_M4BC",07-JAN-24 00:00:00,"PLMN-PLMN/MRBTS-101621/LNBTS-101621/LNCEL-13"
