"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-413/WBTS-796/WCEL-1","RCTCR7N","","CTTN28","","CTTN28A","","","","","","","","413","796","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-794/WCEL-4","RCTCR7N","","CTCR39","","CTCR39D","","","","","","","","413","794","4","",29-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-500/WCEL-5","RCTCR7N","","CTOM35","","CTOM35E","","","","","","","","413","500","5","",30-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-5/WCEL-5","RCTCR7N","","CTCR03","","CTCR03E","","","","","","","","413","5","5","",30-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-865/WCEL-4","RCTCR7N","","CTCD08","","CTCD08D","","","","","","","","413","865","4","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-776/WCEL-5","RCTCR7N","","CTCD46","","CTCD46E","","","","","","","","413","776","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-776/WCEL-4","RCTCR7N","","CTCD46","","CTCD46D","","","","","","","","413","776","4","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-50/WCEL-3","RBDTM4N","","BDTM03","","BDTM03C","","","","","","","","608","50","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-608/WBTS-903/WCEL-5","RBDTM4N","","BDTMA5","","BDTMA5E","","","","","","","","608","903","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-154/WCEL-9","RBPDX1N","","BPDA15","","BPDA15I","","","","","","","","601","154","9","",07-DEC-21 00:00:00,""
"PLMN-PLMN/RNC-416/WBTS-454/WCEL-1","RTGMT5N","","BTCT54","","BTCT54A","","","","","","","","416","454","1","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-887/WCEL-5","RBDTM1N","","BDTU42","","BDTU42E","","","","","","","","63","887","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-790/WCEL-5","RBDTM1N","","BDTU95","","BDTU95E","","","","","","","","63","790","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-897/WCEL-1","RBPDX1N","","BPDA58","","BPDA58X","","","","","","","","601","897","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-416/WBTS-901/WCEL-3","RTGMT5N","","BTGT48","","BTGT48C","","","","","","","","416","901","3","",13-DEC-21 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-171/WCEL-6","RDNBH5N","","DNTB02","","DNTB02F","","","","","","","","604","171","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-16/WCEL-5","RDNBH5N","","DNLTA6","","DNLTA6E","","","","","","","","604","16","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-641/WCEL-5","RDNBH5N","","DNLT35","","DNLT35E","","","","","","","","604","641","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-396/WCEL-4","RDNBH5N","","DNCM06","","DNCM06D","","","","","","","","604","396","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-30/WCEL-5","RDNBH5N","","DNCM19","","DNCM19E","","","","","","","","604","30","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-106/WCEL-1","RDNCL2N","","PYDH02","","PYDH02A","","","","","","","","356","106","1","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-129/WCEL-11","RDNCL2N","","PYDX04","","PYDX04X","","","","","","","","356","129","11","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-133/WCEL-4","RDNCL2N","","PYDX08","","PYDX08D","","","","","","","","356","133","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-552/WCEL-2","RDNCL2N","","PYTH32","","PYTH32B","","","","","","","","356","552","2","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-121/WCEL-2","RDNCL2N","","PYDH22","","PYDH22B","","","","","","","","356","121","2","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-390/WCEL-14","RDNCL2N","","PYSC31","","PYSC31M","","","","","","","","356","390","14","",01-DEC-22 12:21:30,""
"PLMN-PLMN/RNC-356/WBTS-109/WCEL-1","RDNCL2N","","PYDH05","","PYDH05A","","","","","","","","356","109","1","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-120/WCEL-2","RDNCL2N","","PYDH20","","PYDH20B","","","","","","","","356","120","2","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-305/WCEL-4","RDNCL2N","","PYDH23","","PYDH23D","","","","","","","","356","305","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-410/WCEL-3","RDNCL2N","","PYSC18","","PYSC18C","","","","","","","","356","410","3","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-129/WCEL-13","RDNCL2N","","PYDX04","","PYDX04Z","","","","","","","","356","129","13","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-133/WCEL-3","RDNCL2N","","PYDX08","","PYDX08C","","","","","","","","356","133","3","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-400/WCEL-13","RDNCL2N","","PYDX13","","PYDX13Z","","","","","","","","356","400","13","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-538/WCEL-1","RDNCL4N","","BDHN53","","BDHN53A","","","","","","","","336","538","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-562/WCEL-1","RDNCL4N","","BDPM41","","BDPM41A","","","","","","","","336","562","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-513/WCEL-3","RDNCL2N","","PYTH30","","PYTH30C","","","","","","","","356","513","3","",20-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-771/WCEL-3","RDNCL1N","","QNDP51","","QNDP51C","","","","","","","","341","771","3","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-712/WCEL-3","RDNCL4N","","BDPC71","","BDPC71C","","","","","","","","336","712","3","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-713/WCEL-1","RDNCL4N","","BDHA34","","BDHA34A","","","","","","","","336","713","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-690/WCEL-2","RDNCL4N","","BDHN67","","BDHN67B","","","","","","","","336","690","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-356/WBTS-544/WCEL-4","RDNCL2N","","PYPH31","","PYPH31D","","","","","","","","356","544","4","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-659/WCEL-2","RDNCL4N","","BDHN61","","BDHN61B","","","","","","","","336","659","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-550/WCEL-2","RDNCL4N","","BDPC44","","BDPC44B","","","","","","","","336","550","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-567/WCEL-2","RDNCL4N","","BDPC59","","BDPC59B","","","","","","","","336","567","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-692/WCEL-1","RDNCL4N","","BDPC67","","BDPC67A","","","","","","","","336","692","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-640/WCEL-6","RDNCL4N","","BDTS21","","BDTS21F","","","","","","","","336","640","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-336/WBTS-644/WCEL-1","RDNCL4N","","BDHA20","","BDHA20A","","","","","","","","336","644","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-341/WBTS-296/WCEL-2","RDNCL1N","","QNNH14","","QNNH14B","","","","","","","","341","296","2","",06-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-334/WBTS-641/WCEL-6","RDNCL6N","","DGDM36","","DGDM36F","","","","","","","","334","641","6","",01-DEC-22 09:03:56,""
"PLMN-PLMN/RNC-334/WBTS-642/WCEL-3","RDNCL6N","","DGDM37","","DGDM37C","","","","","","","","334","642","3","",01-DEC-22 09:03:56,""
"PLMN-PLMN/RNC-334/WBTS-644/WCEL-4","RDNCL6N","","DGDM39","","DGDM39D","","","","","","","","334","644","4","",01-DEC-22 09:03:56,""
"PLMN-PLMN/RNC-334/WBTS-644/WCEL-6","RDNCL6N","","DGDM39","","DGDM39F","","","","","","","","334","644","6","",01-DEC-22 09:03:56,""
"PLMN-PLMN/RNC-334/WBTS-269/WCEL-1","RDNCL6N","","DGDS02","","DGDS02A","","","","","","","","334","269","1","",01-AUG-23 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1027/WCEL-2","RDNCL7N","","HUPV17","","HUPV17B","","","","","","","","337","1027","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-721/WCEL-2","RDNCL7N","","HUPL62","","HUPL62B","","","","","","","","337","721","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-766/WCEL-1","RDNCL7N","","HUPL77","","HUPL77A","","","","","","","","337","766","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1055/WCEL-1","RDNCL7N","","HUAL28","","HUAL28A","","","","","","","","337","1055","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1048/WCEL-11","RDNCL7N","","HUHT01","","HUHT01J","","","","","","","","337","1048","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1046/WCEL-2","RDNCL7N","","HUPL32","","HUPL32B","","","","","","","","337","1046","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-214/WCEL-3","RDNCL7N","","HUPL15","","HUPL15C","","","","","","","","337","214","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-213/WCEL-2","RDNCL7N","","HUPL14","","HUPL14B","","","","","","","","337","213","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-395/WCEL-2","RDNCL7N","","HUPV37","","HUPV37B","","","","","","","","337","395","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-394/WCEL-3","RDNCL7N","","HUPV33","","HUPV33C","","","","","","","","337","394","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-333/WCEL-2","RDNCL7N","","HUHA12","","HUHA12B","","","","","","","","337","333","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-788/WCEL-2","RDNCL7N","","HUPV59","","HUPV59B","","","","","","","","337","788","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1021/WCEL-1","RDNCL7N","","HUHT16","","HUHT16A","","","","","","","","337","1021","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1002/WCEL-3","RDNCL7N","","HUHA61","","HUHA61C","","","","","","","","337","1002","3","",23-DEC-23 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-492/WCEL-1","RDNCL7N","","HUAL19","","HUAL19A","","","","","","","","337","492","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-764/WCEL-1","RDNCL7N","","HUPV53","","HUPV53A","","","","","","","","337","764","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-763/WCEL-3","RDNCL7N","","HUHT35","","HUHT35C","","","","","","","","337","763","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-216/WCEL-1","RDNCL7N","","HUPL35","","HUPL35A","","","","","","","","337","216","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-209/WCEL-3","RDNCL7N","","HUPL06","","HUPL06C","","","","","","","","337","209","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-808/WCEL-2","RDNCL7N","","HUND12","","HUND12B","","","","","","","","337","808","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-457/WCEL-2","RDNCL7N","","HUHT26","","HUHT26B","","","","","","","","337","457","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-710/WCEL-1","RDNCL7N","","HUHT37","","HUHT37A","","","","","","","","337","710","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-764/WCEL-2","RDNCL7N","","HUPV53","","HUPV53B","","","","","","","","337","764","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-761/WCEL-2","RDNCL7N","","HUPL76","","HUPL76B","","","","","","","","337","761","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1030/WCEL-1","RDNCL7N","","HUPL17","","HUPL17A","","","","","","","","337","1030","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-386/WCEL-2","RDNCL7N","","HUPV12","","HUPV12B","","","","","","","","337","386","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-507/WCEL-1","RDNCL7N","","HUND02","","HUND02A","","","","","","","","337","507","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-603/WCEL-3","RDNCL7N","","HUPL24","","HUPL24C","","","","","","","","337","603","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-601/WCEL-3","RDNCL7N","","HUHA33","","HUHA33C","","","","","","","","337","601","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-746/WCEL-1","RDNCL7N","","HUHA47","","HUHA47A","","","","","","","","337","746","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-793/WCEL-2","RDNCL7N","","HUHA58","","HUHA58B","","","","","","","","337","793","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-492/WCEL-2","RDNCL7N","","HUAL19","","HUAL19B","","","","","","","","337","492","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-781/WCEL-1","RTNTN1N","","TYHTL2","","TYHTL2A","","","","","","","","600","781","1","",29-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1033/WCEL-3","RDNCL7N","","HUAL05","","HUAL05C","","","","","","","","337","1033","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-471/WCEL-1","RDNCL7N","","HUPV31","","HUPV31A","","","","","","","","337","471","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-782/WCEL-2","RDNCL7N","","HUPL84","","HUPL84B","","","","","","","","337","782","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1019/WCEL-2","RDNCL7N","","HUHT22","","HUHT22B","","","","","","","","337","1019","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1018/WCEL-3","RDNCL7N","","HUHT20","","HUHT20C","","","","","","","","337","1018","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-378/WCEL-3","RDNCL7N","","HUPL39","","HUPL39C","","","","","","","","337","378","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-378/WCEL-1","RDNCL7N","","HUPL39","","HUPL39A","","","","","","","","337","378","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-377/WCEL-11","RDNCL7N","","HUPL37","","HUPL37J","","","","","","","","337","377","11","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-711/WCEL-3","RDNCL7N","","HUHT38","","HUHT38C","","","","","","","","337","711","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1053/WCEL-1","RDNCL7N","","HUHT04","","HUHT04A","","","","","","","","337","1053","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1051/WCEL-2","RDNCL7N","","HUHT10","","HUHT10B","","","","","","","","337","1051","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-224/WCEL-1","RDNCL7N","","HUPV32","","HUPV32A","","","","","","","","337","224","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-744/WCEL-3","RDNCL7N","","HUPV42","","HUPV42C","","","","","","","","337","744","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1023/WCEL-2","RDNCL7N","","HUHA07","","HUHA07B","","","","","","","","337","1023","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1003/WCEL-3","RDNCL7N","","HUHT52","","HUHT52C","","","","","","","","337","1003","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-329/WCEL-2","RDNCL7N","","HUHT28","","HUHT28B","","","","","","","","337","329","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-377/WCEL-12","RDNCL7N","","HUPL37","","HUPL37K","","","","","","","","337","377","12","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-376/WCEL-2","RDNCL7N","","HUPL34","","HUPL34B","","","","","","","","337","376","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-704/WCEL-2","RDNCL7N","","HUHA14","","HUHA14B","","","","","","","","337","704","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-670/WCEL-2","RDNCL7N","","HUHT41","","HUHT41B","","","","","","","","337","670","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-761/WCEL-3","RDNCL7N","","HUPL76","","HUPL76C","","","","","","","","337","761","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1056/WCEL-3","RDNCL7N","","HUPL90","","HUPL90C","","","","","","","","337","1056","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-337/WBTS-1042/WCEL-1","RDNCL7N","","HUHA29","","HUHA29A","","","","","","","","337","1042","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-805/WCEL-2","RDNST15N","","QNBS86","","QNBS86B","","","","","","","","376","805","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-798/WCEL-3","RDNST15N","","QNST77","","QNST77C","","","","","","","","376","798","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-792/WCEL-3","RDNST15N","","QNBS94","","QNBS94C","","","","","","","","376","792","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-784/WCEL-2","RDNST15N","","QNQN75","","QNQN75B","","","","","","","","376","784","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-410/WCEL-2","RDNST15N","","BDTP19","","BDTP19B","","","","","","","","376","410","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-733/WCEL-2","RDNST15N","","QNQN67","","QNQN67B","","","","","","","","376","733","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-853/WCEL-1","RDNST15N","","BDVC12","","BDVC12A","","","","","","","","376","853","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-1027/WCEL-1","RDNST15N","","QNQN45","","QNQN45A","","","","","","","","376","1027","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-147/WCEL-3","RDNST15N","","BDQN69","","BDQN69C","","","","","","","","376","147","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-146/WCEL-1","RDNST15N","","BDQN65","","BDQN65A","","","","","","","","376","146","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-53/WCEL-3","RDNST15N","","QNQN03","","QNQN03C","","","","","","","","376","53","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-491/WCEL-1","RDNST15N","","QNSH06","","QNSH06A","","","","","","","","376","491","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-274/WCEL-1","RDNST15N","","QNBS15","","QNBS15A","","","","","","","","376","274","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-4/WCEL-1","RDNST15N","","QNQN1C","","QNQN1CA","","","","","","","","376","4","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-379/WCEL-1","RDNST15N","","BDAN28","","BDAN28A","","","","","","","","376","379","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-378/WCEL-2","RDNST15N","","BDAN27","","BDAN27B","","","","","","","","376","378","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-689/WCEL-1","RDNST15N","","QNSH08","","QNSH08A","","","","","","","","376","689","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-1075/WCEL-1","RDNST15N","","BDAN45","","BDAN45A","","","","","","","","376","1075","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-171/WCEL-3","RDNST15N","","QNQN15","","QNQN15C","","","","","","","","376","171","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-1102/WCEL-3","RDNST15N","","QNBS79","","QNBS79C","","","","","","","","376","1102","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-32/WCEL-2","RDNST15N","","QNBS07","","QNBS07B","","","","","","","","376","32","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-1023/WCEL-3","RDNST15N","","QNQN28","","QNQN28C","","","","","","","","376","1023","3","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-376/WBTS-223/WCEL-1","RDNST15N","","BDAN33","","BDAN33A","","","","","","","","376","223","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-173/WCEL-5","RCTCR7N","","CTTL22","","CTTL22E","","","","","","","","413","173","5","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-173/WCEL-1","RCTCR7N","","CTTL22","","CTTL22A","","","","","","","","413","173","1","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-171/WCEL-3","RCTCR7N","","CTTN10","","CTTN10C","","","","","","","","413","171","3","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-857/WCEL-3","RCTCR7N","","CTPD43","","CTPD43C","","","","","","","","413","857","3","",30-SEP-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-147/WCEL-4","RCTCR7N","","CTVT23","","CTVT23D","","","","","","","","413","147","4","",15-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-429/WCEL-6","RCTCR7N","","CTCR04","","CTCR04F","","","","","","","","413","429","6","",29-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-413/WBTS-426/WCEL-6","RCTCR7N","","CTCD28","","CTCD28F","","","","","","","","413","426","6","",17-NOV-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-937/WCEL-6","RBDTM1N","","BDTUC1","","BDTUC1F","","","","","","","","63","937","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-416/WBTS-431/WCEL-3","RTGMT5N","","BTCT44","","BTCT44C","","","","","","","","416","431","3","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-416/WBTS-431/WCEL-2","RTGMT5N","","BTCT44","","BTCT44B","","","","","","","","416","431","2","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-310/WCEL-9","RBPDX1N","","BPDX39","","BPDX39I","","","","","","","","601","310","9","",10-FEB-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-890/WCEL-1","RBDTM1N","","BDTU45","","BDTU45A","","","","","","","","63","890","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-889/WCEL-6","RBDTM1N","","BDBU21","","BDBU21F","","","","","","","","63","889","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-917/WCEL-2","RBPDX1N","","BPDP14","","BPDP14Y","","","","","","","","601","917","2","",03-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-601/WBTS-911/WCEL-1","RBPDX1N","","BPDP08","","BPDP08X","","","","","","","","601","911","1","",03-DEC-20 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-544/WCEL-5","RBDTM1N","","BDTU79","","BDTU79E","","","","","","","","63","544","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-524/WCEL-6","RBDTM1N","","BDTU61","","BDTU61F","","","","","","","","63","524","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-523/WCEL-4","RBDTM1N","","BDTU60","","BDTU60D","","","","","","","","63","523","4","",14-MAR-23 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-878/WCEL-7","RDNBH5N","","DNLKI0","","DNLKI0L","","","","","","","","604","878","7","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-632/WCEL-4","RDNBH5N","","DNTB57","","DNTB57D","","","","","","","","604","632","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-628/WCEL-9","RDNBH5N","","DNLT95","","DNLT95I","","","","","","","","604","628","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-602/WBTS-47/WCEL-6","RLATA2N","","H02SDI","","H02SDIT","","","","","","","","602","47","6","",25-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-821/WCEL-6","RDNBH5N","","DNTN46","","DNTN46F","","","","","","","","604","821","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-604/WBTS-494/WCEL-6","RDNBH5N","","DNTB98","","DNTB98F","","","","","","","","604","494","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-71/WBTS-887/WCEL-6","RDNBH3N","","DNBHA8","","DNBHA8F","","","","","","","","71","887","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-71/WBTS-53/WCEL-5","RDNBH3N","","DNBH39","","DNBH39E","","","","","","","","71","53","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-66/WBTS-885/WCEL-5","RLATA1N","","LACG79","","LACG79E","","","","","","","","66","885","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-485/WCEL-3","RVTVT3N","","VUXM72","","VUXM72C","","","","","","","","605","485","3","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-225/WBTS-89/WCEL-4","RSG092N","","HCC090","","HCC090D","","","","","","","","225","89","4","",05-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-225/WBTS-88/WCEL-5","RSG092N","","HCC089","","HCC089E","","","","","","","","225","88","5","",05-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-225/WBTS-87/WCEL-6","RSG092N","","HCC088","","HCC088F","","","","","","","","225","87","6","",05-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-225/WBTS-123/WCEL-6","RSG092N","","HCC124","","HCC124F","","","","","","","","225","123","6","",05-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-226/WBTS-237/WCEL-5","RSG094N","","H09262","","H09262E","","","","","","","","226","237","5","",05-SEP-22 00:00:00,""
