"OBJECTNAME","RNCNAME","RNCDESCRIPTION","WBTSNAME","BTSADDITIONALINFO","CELLNAME","CID","LAC","RAC","SAC","PRISCRCODE","UARFCN","URAID","RNCID","WBTSID","WCELID","OMCNAME","DATEADDED","BTSNAMEALT"
"PLMN-PLMN/RNC-322/WBTS-1612/WCEL-6","RDNST2N","","QANT18","","QANT18F","","","","","","","","322","1612","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1498/WCEL-5","RDNST2N","","QANT19","","QANT19E","","","","","","","","322","1498","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1097/WCEL-6","RDNST2N","","QANT21","","QANT21F","","","","","","","","322","1097","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1256/WCEL-4","RDNST2N","","QANT22","","QANT22D","","","","","","","","322","1256","4","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-322/WBTS-1256/WCEL-5","RDNST2N","","QANT22","","QANT22E","","","","","","","","322","1256","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1178/WCEL-3","RDNST3N","","QATB14","","QATB14C","","","","","","","","323","1178","3","",01-DEC-22 09:02:25,""
"PLMN-PLMN/RNC-323/WBTS-1178/WCEL-8","RDNST3N","","QATB14","","QATB14H","","","","","","","","323","1178","8","",11-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1542/WCEL-5","RDNST3N","","QATB16","","QATB16E","","","","","","","","323","1542","5","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1542/WCEL-8","RDNST3N","","QATB16","","QATB16H","","","","","","","","323","1542","8","",15-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1542/WCEL-9","RDNST3N","","QATB16","","QATB16I","","","","","","","","323","1542","9","",15-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1543/WCEL-6","RDNST3N","","QATB17","","QATB17F","","","","","","","","323","1543","6","",27-SEP-22 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1544/WCEL-8","RDNST3N","","QATB18","","QATB18H","","","","","","","","323","1544","8","",15-AUG-20 00:00:00,""
"PLMN-PLMN/RNC-323/WBTS-1545/WCEL-3","RDNST3N","","QATB19","","QATB19C","","","","","","","","323","1545","3","",01-DEC-22 09:00:49,""
"PLMN-PLMN/RNC-373/WBTS-1215/WCEL-7","RDNST13N","","QADB18","","QADB18G","","","","","","","","373","1215","7","",19-MAY-21 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1079/WCEL-5","RDNST13N","","QADB21","","QADB21E","","","","","","","","373","1079","5","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-373/WBTS-1216/WCEL-6","RDNST13N","","QADB22","","QADB22F","","","","","","","","373","1216","6","",02-NOV-22 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-759/WCEL-7","RTGMT3N","","TGCL78","","TGCL78G","","","","","","","","412","759","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-70/WCEL-9","RTGMT3N","","TGCT01","","TGCT01I","","","","","","","","412","70","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-71/WCEL-7","RTGMT3N","","TGCT02","","TGCT02G","","","","","","","","412","71","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-640/WCEL-8","RTGMT3N","","TGGD36","","TGGD36H","","","","","","","","412","640","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-640/WCEL-9","RTGMT3N","","TGGD36","","TGGD36I","","","","","","","","412","640","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-641/WCEL-8","RTGMT3N","","TGGD37","","TGGD37H","","","","","","","","412","641","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-643/WCEL-6","RTGMT3N","","TGGD38","","TGGD38F","","","","","","","","412","643","6","",30-NOV-23 00:00:00,""
"PLMN-PLMN/RNC-63/WBTS-322/WCEL-1","RBDTM1N","","BDBU33","","BDBU33A","","","","","","","","63","322","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-254/WCEL-6","RTGMT3N","","TGGD42","","TGGD42F","","","","","","","","412","254","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-254/WCEL-8","RTGMT3N","","TGGD42","","TGGD42H","","","","","","","","412","254","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-410/WCEL-7","RTGMT3N","","TGGT04","","TGGT04G","","","","","","","","412","410","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-412/WBTS-410/WCEL-8","RTGMT3N","","TGGT04","","TGGT04H","","","","","","","","412","410","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-203/WCEL-6","RCTCR8N","","TVCK01","","TVCK01F","","","","","","","","402","203","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-301/WCEL-7","RCTCR8N","","TVCK02","","TVCK02G","","","","","","","","402","301","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-302/WCEL-16","RCTCR8N","","TVCK07","","TVCK07P","","","","","","","","402","302","16","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-174/WCEL-7","RCTCR8N","","TVCK08","","TVCK08G","","","","","","","","402","174","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-250/WCEL-5","RVTVT3N","","VUXM46","","VUXM46E","","","","","","","","605","250","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-328/WBTS-30/WCEL-22","RDNST8N","","DLBT3U","","DLBT3UB","","","","","","","","328","30","22","",14-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-328/WBTS-30/WCEL-21","RDNST8N","","DLBT3U","","DLBT3UA","","","","","","","","328","30","21","",14-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-927/WCEL-9","RTNTN2N","","TYCT66","","TYCT66I","","","","","","","","609","927","9","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-410/WCEL-5","RTNTN1N","","TYGD01","","TYGD01E","","","","","","","","600","410","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-412/WCEL-9","RTNTN1N","","TYGD03","","TYGD03I","","","","","","","","600","412","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-414/WCEL-7","RTNTN1N","","TYGD05","","TYGD05G","","","","","","","","600","414","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-415/WCEL-4","RTNTN1N","","TYGD06","","TYGD06D","","","","","","","","600","415","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-415/WCEL-8","RTNTN1N","","TYGD06","","TYGD06H","","","","","","","","600","415","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-810/WCEL-8","RCTCR8N","","TVDH39","","TVDH39H","","","","","","","","402","810","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-813/WCEL-9","RCTCR8N","","TVDH40","","TVDH40I","","","","","","","","402","813","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-814/WCEL-7","RCTCR8N","","TVDH41","","TVDH41G","","","","","","","","402","814","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-814/WCEL-9","RCTCR8N","","TVDH41","","TVDH41I","","","","","","","","402","814","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-381/WCEL-8","RCTCR8N","","TVDI02","","TVDI02H","","","","","","","","402","381","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-383/WCEL-7","RCTCR8N","","TVDH05","","TVDH05G","","","","","","","","402","383","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-383/WCEL-9","RCTCR8N","","TVDH05","","TVDH05I","","","","","","","","402","383","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-262/WCEL-2","RCTCR8N","","TVDI05","","TVDI05B","","","","","","","","402","262","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-382/WCEL-5","RCTCR8N","","TVDI07","","TVDI07E","","","","","","","","402","382","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-382/WCEL-7","RCTCR8N","","TVDI07","","TVDI07G","","","","","","","","402","382","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-259/WCEL-7","RCTCR8N","","TVDI08","","TVDI08G","","","","","","","","402","259","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-893/WCEL-5","RTNTN1N","","TYMC48","","TYMC48E","","","","","","","","600","893","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-893/WCEL-6","RTNTN1N","","TYMC48","","TYMC48F","","","","","","","","600","893","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-941/WCEL-9","RTNTN1N","","TYMC51","","TYMC51I","","","","","","","","600","941","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-481/WCEL-4","RTNTN1N","","TYMC53","","TYMC53D","","","","","","","","600","481","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-328/WBTS-30/WCEL-23","RDNST8N","","DLBT3U","","DLBT3UC","","","","","","","","328","30","23","",14-SEP-23 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-635/WCEL-4","RTNTN1N","","TYMC56","","TYMC56D","","","","","","","","600","635","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-3886/WCEL-9","RTNTN1N","","TYMCS5","","TYMCS5S","","","","","","","","600","3886","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-482/WCEL-9","RTNTN2N","","TYTB00","","TYTB00I","","","","","","","","609","482","9","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-483/WCEL-6","RTNTN2N","","TYTB01","","TYTB01F","","","","","","","","609","483","6","",03-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-483/WCEL-8","RTNTN2N","","TYTB01","","TYTB01H","","","","","","","","609","483","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-485/WCEL-6","RTNTN2N","","TYTB03","","TYTB03F","","","","","","","","609","485","6","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-327/WBTS-542/WCEL-1","RDNST7N","","KHNTB1","","KHNTB1S","","","","","","","","327","542","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-372/WBTS-574/WCEL-23","RDNST12N","","DLEK26","","DLEK26C","","","","","","","","372","574","23","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-734/WCEL-8","RVLVL1N","","VLBMC1","","VLBMC1H","","","","","","","","411","734","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-141/WCEL-4","RVLVL1N","","VLBT01","","VLBT01D","","","","","","","","411","141","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-141/WCEL-5","RVLVL1N","","VLBT01","","VLBT01E","","","","","","","","411","141","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-372/WBTS-574/WCEL-21","RDNST12N","","DLEK26","","DLEK26A","","","","","","","","372","574","21","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-138/WCEL-8","RVLVL1N","","VLBT03","","VLBT03H","","","","","","","","411","138","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-372/WBTS-574/WCEL-22","RDNST12N","","DLEK26","","DLEK26B","","","","","","","","372","574","22","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-721/WCEL-8","RVLVL1N","","VLBT07","","VLBT07H","","","","","","","","411","721","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-417/WCEL-5","RTNTN1N","","TYGD08","","TYGD08E","","","","","","","","600","417","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-417/WCEL-7","RTNTN1N","","TYGD08","","TYGD08G","","","","","","","","600","417","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-418/WCEL-5","RTNTN1N","","TYGD09","","TYGD09E","","","","","","","","600","418","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-603/WCEL-8","RTNTN1N","","TYGD10","","TYGD10H","","","","","","","","600","603","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-421/WCEL-6","RTNTN1N","","TYGD14","","TYGD14F","","","","","","","","600","421","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-422/WCEL-4","RTNTN1N","","TYGD15","","TYGD15D","","","","","","","","600","422","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-423/WCEL-4","RTNTN1N","","TYGD16","","TYGD16D","","","","","","","","600","423","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-641/WCEL-4","RTNTN1N","","TYGD17","","TYGD17D","","","","","","","","600","641","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-201/WCEL-1","RCTCR8N","","TVDI10","","TVDI10A","","","","","","","","402","201","1","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-384/WCEL-6","RCTCR8N","","TVDI11","","TVDI11F","","","","","","","","402","384","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-384/WCEL-7","RCTCR8N","","TVDI11","","TVDI11G","","","","","","","","402","384","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-229/WCEL-8","RCTCR8N","","TVDI12","","TVDI12H","","","","","","","","402","229","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-229/WCEL-17","RCTCR8N","","TVDI12","","TVDI12M","","","","","","","","402","229","17","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-430/WCEL-2","RCTCR8N","","TVDI13","","TVDI13B","","","","","","","","402","430","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-366/WCEL-2","RCTCR8N","","TVDI15","","TVDI15B","","","","","","","","402","366","2","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-366/WCEL-5","RCTCR8N","","TVDI15","","TVDI15E","","","","","","","","402","366","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-462/WCEL-7","RCTCR8N","","TVDI17","","TVDI17G","","","","","","","","402","462","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-463/WCEL-8","RCTCR8N","","TVDI18","","TVDI18H","","","","","","","","402","463","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-335/WBTS-1017/WCEL-21","RDNCL9N","","QATP29","","QATP29A","","","","","","","","335","1017","21","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-787/WCEL-4","RTNTN2N","","TYTB05","","TYTB05D","","","","","","","","609","787","4","",03-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-486/WCEL-7","RTNTN2N","","TYTB06","","TYTB06G","","","","","","","","609","486","7","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-865/WCEL-7","RTNTN2N","","TYTB07","","TYTB07G","","","","","","","","609","865","7","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-865/WCEL-9","RTNTN2N","","TYTB07","","TYTB07I","","","","","","","","609","865","9","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-487/WCEL-5","RTNTN2N","","TYTB08","","TYTB08E","","","","","","","","609","487","5","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-871/WCEL-6","RTNTN2N","","TYTN48","","TYTN48F","","","","","","","","609","871","6","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-547/WCEL-6","RTNTN2N","","TYTN49","","TYTN49F","","","","","","","","609","547","6","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-547/WCEL-7","RTNTN2N","","TYTN49","","TYTN49G","","","","","","","","609","547","7","",05-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-549/WCEL-5","RTNTN2N","","TYTN51","","TYTN51E","","","","","","","","609","549","5","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-549/WCEL-7","RTNTN2N","","TYTN51","","TYTN51G","","","","","","","","609","549","7","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-549/WCEL-9","RTNTN2N","","TYTN51","","TYTN51I","","","","","","","","609","549","9","",28-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-550/WCEL-4","RTNTN2N","","TYTN52","","TYTN52D","","","","","","","","609","550","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-883/WCEL-6","RTNTN1N","","TYBC28","","TYBC28F","","","","","","","","600","883","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-883/WCEL-9","RTNTN1N","","TYBC28","","TYBC28I","","","","","","","","600","883","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-881/WCEL-4","RTNTN1N","","TYBC29","","TYBC29D","","","","","","","","600","881","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-881/WCEL-9","RTNTN1N","","TYBC29","","TYBC29I","","","","","","","","600","881","9","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-934/WCEL-5","RTNTN1N","","TYBC31","","TYBC31E","","","","","","","","600","934","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-387/WCEL-6","RTNTN2N","","TYCT00","","TYCT00F","","","","","","","","609","387","6","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-389/WCEL-4","RTNTN2N","","TYCT03","","TYCT03D","","","","","","","","609","389","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-389/WCEL-5","RTNTN2N","","TYCT03","","TYCT03E","","","","","","","","609","389","5","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-389/WCEL-9","RTNTN2N","","TYCT03","","TYCT03I","","","","","","","","609","389","9","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-420/WCEL-6","RTNTN2N","","TYCT04","","TYCT04F","","","","","","","","609","420","6","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-505/WCEL-4","RCTCR8N","","TVCN33","","TVCN33D","","","","","","","","402","505","4","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-505/WCEL-6","RCTCR8N","","TVCN33","","TVCN33F","","","","","","","","402","505","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-505/WCEL-7","RCTCR8N","","TVCN33","","TVCN33G","","","","","","","","402","505","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-808/WCEL-5","RCTCR8N","","TVCN36","","TVCN36E","","","","","","","","402","808","5","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-808/WCEL-7","RCTCR8N","","TVCN36","","TVCN36G","","","","","","","","402","808","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-808/WCEL-8","RCTCR8N","","TVCN36","","TVCN36H","","","","","","","","402","808","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-424/WCEL-8","RCTCR8N","","TVCT04","","TVCT04H","","","","","","","","402","424","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-326/WCEL-6","RCTCR8N","","TVCT06","","TVCT06F","","","","","","","","402","326","6","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-326/WCEL-7","RCTCR8N","","TVCT06","","TVCT06G","","","","","","","","402","326","7","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-402/WBTS-326/WCEL-8","RCTCR8N","","TVCT06","","TVCT06H","","","","","","","","402","326","8","",08-JAN-24 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-605/WCEL-4","RTNTN2N","","TYHT23","","TYHT23D","","","","","","","","609","605","4","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-457/WCEL-5","RTNTN2N","","TYHT25","","TYHT25E","","","","","","","","609","457","5","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-457/WCEL-8","RTNTN2N","","TYHT25","","TYHT25H","","","","","","","","609","457","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-956/WCEL-6","RTNTN2N","","TYHT26","","TYHT26F","","","","","","","","609","956","6","",03-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-460/WCEL-7","RTNTN2N","","TYHT29","","TYHT29G","","","","","","","","609","460","7","",03-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-461/WCEL-8","RTNTN2N","","TYHT30","","TYHT30H","","","","","","","","609","461","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-463/WCEL-4","RTNTN2N","","TYHT32","","TYHT32D","","","","","","","","609","463","4","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-609/WBTS-463/WCEL-9","RTNTN2N","","TYHT32","","TYHT32I","","","","","","","","609","463","9","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-835/WCEL-8","RVTVT1N","","VUVTA1","","VUVTA1H","","","","","","","","62","835","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-835/WCEL-9","RVTVT1N","","VUVTA1","","VUVTA1I","","","","","","","","62","835","9","",05-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-914/WCEL-3","RVTVT3N","","DNVC57","","DNVC57C","","","","","","","","605","914","3","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-868/WCEL-6","RVTVT1N","","VUVTD9","","VUVTD9F","","","","","","","","62","868","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-867/WCEL-6","RVTVT1N","","VUVTD8","","VUVTD8F","","","","","","","","62","867","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-837/WCEL-8","RVTVT1N","","VUVTA4","","VUVTA4H","","","","","","","","62","837","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-838/WCEL-9","RVTVT1N","","VUVTA5","","VUVTA5I","","","","","","","","62","838","9","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-840/WCEL-8","RVTVT1N","","VUVTA8","","VUVTA8H","","","","","","","","62","840","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-310/WCEL-4","RVTVT1N","","VUVT9B","","VUVT9BD","","","","","","","","62","310","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-841/WCEL-7","RVTVT1N","","VUVTB0","","VUVTB0G","","","","","","","","62","841","7","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-853/WCEL-8","RVTVT1N","","VUVTB2","","VUVTB2H","","","","","","","","62","853","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-642/WCEL-1","RTNTN1N","","TYTC26","","TYTC26A","","","","","","","","600","642","1","",25-JUL-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-69/WCEL-9","RVTVT1N","","VUVTB5","","VUVTB5I","","","","","","","","62","69","9","",27-JUN-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-52/WCEL-4","RVTVT1N","","VULD05","","VULD05D","","","","","","","","62","52","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-600/WBTS-973/WCEL-6","RTNTN1N","","TYGD40","","TYGD40_COF","","","","","","","","600","973","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-239/WCEL-5","RVTVT3N","","VUBR35","","VUBR35E","","","","","","","","605","239","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-41/WCEL-6","RVTVT1N","","VUVTC1","","VUVTC1F","","","","","","","","62","41","6","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-254/WCEL-4","RVLVL1N","","VLLH59","","VLLH59D","","","","","","","","411","254","4","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-415/WCEL-5","RVTVT3N","","VUCD49","","VUCD49E","","","","","","","","605","415","5","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-65/WCEL-7","RVTVT1N","","VUVTC6","","VUVTC6G","","","","","","","","62","65","7","",02-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-605/WBTS-820/WCEL-6","RVTVT3N","","VUBR59","","VUBR59F","","","","","","","","605","820","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-66/WCEL-8","RVTVT1N","","VUVTC7","","VUVTC7H","","","","","","","","62","66","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-67/WCEL-7","RVTVT1N","","VUVTC8","","VUVTC8G","","","","","","","","62","67","7","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-696/WCEL-6","RVLVL1N","","VLBM34","","VLBM34F","","","","","","","","411","696","6","",31-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-68/WCEL-7","RVTVT1N","","VUVTC9","","VUVTC9G","","","","","","","","62","68","7","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-696/WCEL-5","RVLVL1N","","VLBM34","","VLBM34E","","","","","","","","411","696","5","",31-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-446/WCEL-6","RVTVT1N","","VUDD27","","VUDD27F","","","","","","","","62","446","6","",18-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-159/WCEL-2","RVLVL1N","","VLLH09","","VLLH09B","","","","","","","","411","159","2","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-411/WBTS-474/WCEL-1","RVLVL1N","","VLVL31","","VLVL31A","","","","","","","","411","474","1","",18-OCT-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-426/WCEL-1","RVTVT1N","","VUVT4A","","VUVT4AA","","","","","","","","62","426","1","",10-JUN-21 00:00:00,""
"PLMN-PLMN/RNC-62/WBTS-13/WCEL-8","RVTVT1N","","VUVTID","","VUVTIDP","","","","","","","","62","13","8","",06-JUL-23 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-466/WCEL-6","RCTCR1N","","AGTS16","","AGTS16F","","","","","","","","417","466","6","",30-OCT-22 00:00:00,""
"PLMN-PLMN/RNC-417/WBTS-734/WCEL-3","RCTCR1N","","AGLX36","","AGLX36C","","","","","","","","417","734","3","",13-DEC-21 00:00:00,""
